id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,result_margin,eliminator,method,umpire1,umpire2,venue
583,2017,Mumbai,2017-04-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
584,2017,Mohali,2017-04-26,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,42,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
585,2017,Delhi,2017-04-24,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Delhi Capitals,26,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
586,2017,Kolkata,2017-05-08,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
587,2017,Hyderabad,2017-03-19,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,runs,0,Lucknow Super Giants,20,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
588,2017,Mumbai,2017-04-03,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,wickets,0,Rajasthan Royals,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
589,2017,Mohali,2017-05-11,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
590,2017,Delhi,2017-04-08,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,23,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
591,2017,Kolkata,2017-04-27,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
592,2017,Hyderabad,2017-03-04,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
593,2017,Mumbai,2017-04-09,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,tie,0,Rajasthan Royals,0,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
594,2017,Mohali,2017-05-24,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,20,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
595,2017,Delhi,2017-04-01,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
596,2017,Kolkata,2017-04-11,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
597,2017,Hyderabad,2017-03-26,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,44,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
598,2017,Mumbai,2017-04-09,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,18,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
599,2017,Mohali,2017-03-20,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,wickets,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
600,2017,Delhi,2017-03-28,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,3,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
601,2017,Kolkata,2017-03-04,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
602,2017,Hyderabad,2017-04-15,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
603,2017,Mumbai,2017-05-07,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,1,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
604,2017,Mohali,2017-04-05,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
605,2017,Delhi,2017-04-16,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,runs,0,Delhi Capitals,33,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
606,2017,Kolkata,2017-03-17,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,runs,0,Kolkata Knight Riders,27,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
607,2017,Hyderabad,2017-04-24,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,4,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
608,2017,Mumbai,2017-05-12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
609,2017,Mohali,2017-05-21,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,runs,0,Punjab Kings,28,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
610,2017,Delhi,2017-04-24,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,runs,0,Delhi Capitals,43,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
611,2017,Kolkata,2017-03-09,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,runs,0,Kolkata Knight Riders,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
612,2017,Hyderabad,2017-03-14,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,runs,0,Lucknow Super Giants,24,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
613,2017,Mumbai,2017-04-08,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
614,2017,Mohali,2017-04-10,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,10,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
615,2017,Delhi,2017-05-13,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
616,2017,Kolkata,2017-03-26,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
617,2017,Hyderabad,2017-03-28,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
618,2017,Mumbai,2017-03-18,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
619,2017,Mohali,2017-05-26,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,9,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
620,2017,Delhi,2017-03-03,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,wickets,0,Delhi Capitals,6,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
621,2017,Kolkata,2017-03-04,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,runs,0,Gujarat Titans,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
622,2017,Hyderabad,2017-04-28,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
623,2017,Mumbai,2017-04-07,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
624,2017,Mohali,2017-04-14,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,19,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
625,2017,Delhi,2017-03-11,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,runs,0,Chennai Super Kings,15,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
626,2017,Kolkata,2017-04-02,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,runs,0,Kolkata Knight Riders,11,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
627,2017,Hyderabad,2017-05-02,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
628,2017,Mumbai,2017-05-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
629,2017,Mohali,2017-04-23,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,wickets,0,Punjab Kings,3,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
630,2017,Delhi,2017-03-03,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,runs,0,Chennai Super Kings,30,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
631,2017,Kolkata,2017-03-12,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
632,2017,Hyderabad,2017-05-20,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,35,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
633,2017,Mumbai,2017-03-26,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Mumbai Indians,5,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
634,2017,Mohali,2017-05-19,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
635,2017,Delhi,2017-05-27,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
636,2017,Kolkata,2017-05-04,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
637,2017,Hyderabad,2017-04-08,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,2,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
638,2017,Mumbai,2017-04-20,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Wankhede Stadium, Mumbai"
639,2017,Mohali,2017-05-27,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,wickets,0,Punjab Kings,7,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
640,2018,Kolkata,2018-04-04,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,2,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
641,2018,Lucknow,2018-04-18,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,runs,0,Lucknow Super Giants,19,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
642,2018,Bangalore,2018-04-21,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
643,2018,Hyderabad,2018-04-15,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,4,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
644,2018,Mohali,2018-04-11,Punjab Kings,Chennai Super Kings,Punjab Kings,field,wickets,0,Punjab Kings,5,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
645,2018,Kolkata,2018-05-14,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
646,2018,Lucknow,2018-03-12,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
647,2018,Bangalore,2018-04-25,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,11,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
648,2018,Hyderabad,2018-03-16,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
649,2018,Mohali,2018-05-15,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,runs,0,Punjab Kings,34,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
650,2018,Kolkata,2018-05-02,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,4,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
651,2018,Lucknow,2018-03-23,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,wickets,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
652,2018,Bangalore,2018-04-28,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
653,2018,Hyderabad,2018-03-14,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,8,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
654,2018,Mohali,2018-05-10,Punjab Kings,Chennai Super Kings,Punjab Kings,field,runs,0,Chennai Super Kings,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
655,2018,Kolkata,2018-04-06,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,wickets,0,Gujarat Titans,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
656,2018,Lucknow,2018-04-24,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,37,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
657,2018,Bangalore,2018-03-16,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,39,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
658,2018,Hyderabad,2018-05-22,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
659,2018,Mohali,2018-03-16,Punjab Kings,Chennai Super Kings,Punjab Kings,field,runs,0,Chennai Super Kings,2,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
660,2018,Kolkata,2018-04-21,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
661,2018,Lucknow,2018-04-17,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,24,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
662,2018,Bangalore,2018-03-10,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,runs,0,Royal Challengers Bangalore,29,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
663,2018,Hyderabad,2018-05-15,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,17,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
664,2018,Mohali,2018-03-20,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,8,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
665,2018,Kolkata,2018-03-12,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
666,2018,Lucknow,2018-04-09,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,runs,0,Mumbai Indians,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
667,2018,Bangalore,2018-05-07,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
668,2018,Hyderabad,2018-04-07,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
669,2018,Mohali,2018-04-16,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,wickets,0,Chennai Super Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
670,2018,Kolkata,2018-04-01,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,runs,0,Gujarat Titans,36,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
671,2018,Lucknow,2018-05-05,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,29,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
672,2018,Bangalore,2018-03-21,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,wickets,0,Royal Challengers Bangalore,6,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
673,2018,Hyderabad,2018-03-16,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,3,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
674,2018,Mohali,2018-05-18,Punjab Kings,Chennai Super Kings,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
675,2018,Kolkata,2018-05-14,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,7,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
676,2018,Lucknow,2018-03-21,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,20,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
677,2018,Bangalore,2018-04-14,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
678,2018,Hyderabad,2018-05-13,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,runs,0,Delhi Capitals,5,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
679,2018,Mohali,2018-03-18,Punjab Kings,Chennai Super Kings,Punjab Kings,field,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
680,2018,Kolkata,2018-03-22,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,1,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
681,2018,Lucknow,2018-05-09,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,6,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
682,2018,Bangalore,2018-03-22,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,wickets,0,Rajasthan Royals,3,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
683,2018,Hyderabad,2018-03-19,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,wickets,0,Delhi Capitals,7,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
684,2018,Mohali,2018-05-09,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,wickets,0,Chennai Super Kings,4,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
685,2018,Kolkata,2018-04-15,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,wickets,0,Kolkata Knight Riders,3,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
686,2018,Lucknow,2018-03-24,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,runs,0,Mumbai Indians,29,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
687,2018,Bangalore,2018-05-15,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,runs,0,Rajasthan Royals,8,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
688,2018,Hyderabad,2018-03-07,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,wickets,0,Sunrisers Hyderabad,6,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
689,2018,Mohali,2018-05-09,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,runs,0,Punjab Kings,32,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
690,2018,Kolkata,2018-05-09,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,runs,0,Gujarat Titans,67,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
691,2018,Lucknow,2018-05-09,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,runs,0,Lucknow Super Giants,17,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
692,2018,Bangalore,2018-05-23,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,runs,0,Royal Challengers Bangalore,37,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
693,2018,Hyderabad,2018-05-03,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,runs,0,Sunrisers Hyderabad,1,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
694,2018,Mohali,2018-03-15,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,runs,0,Punjab Kings,10,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
695,2018,Kolkata,2018-05-22,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,runs,0,Kolkata Knight Riders,22,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
696,2018,Lucknow,2018-03-11,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,runs,0,Lucknow Super Giants,18,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
697,2018,Bangalore,2018-04-01,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,runs,0,Royal Challengers Bangalore,16,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
698,2018,Hyderabad,2018-03-06,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,runs,0,Sunrisers Hyderabad,16,N,,Umpire A,Umpire B,"Rajiv Gandhi International Cricket Stadium, Hyderabad"
699,2018,Mohali,2018-05-18,Punjab Kings,Chennai Super Kings,Punjab Kings,field,wickets,0,Punjab Kings,6,N,,Umpire A,Umpire B,"Punjab Cricket Association IS Bindra Stadium, Mohali"
700,2019,Lucknow,2019-04-15,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,runs,0,Lucknow Super Giants,5,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
701,2019,Kolkata,2019-05-02,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,wickets,0,Kolkata Knight Riders,6,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
702,2019,Delhi,2019-04-19,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,runs,0,Delhi Capitals,18,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
703,2019,Chennai,2019-05-24,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,runs,0,Rajasthan Royals,15,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
704,2019,Bangalore,2019-03-18,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,wickets,0,Royal Challengers Bangalore,7,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
705,2019,Lucknow,2019-04-11,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,wickets,0,Mumbai Indians,3,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
706,2019,Kolkata,2019-05-20,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,wickets,0,Sunrisers Hyderabad,8,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
707,2019,Delhi,2019-04-19,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,runs,0,Delhi Capitals,2,N,,Umpire A,Umpire B,"Arun Jaitley Stadium, Delhi"
708,2019,Chennai,2019-04-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,runs,0,Rajasthan Royals,4,N,,Umpire A,Umpire B,"M. A. Chidambaram Stadium, Chennai"
709,2019,Bangalore,2019-04-11,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,wickets,0,Punjab Kings,1,N,,Umpire A,Umpire B,"M. Chinnaswamy Stadium, Bangalore"
710,2019,Lucknow,2019-04-27,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,wickets,0,Lucknow Super Giants,1,N,,Umpire A,Umpire B,"Ekana Cricket Stadium, Lucknow"
711,2019,Kolkata,2019-04-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,wickets,0,Kolkata Knight Riders,5,N,,Umpire A,Umpire B,"Eden Gardens, Kolkata"
